Ingredient,Dish,Meal,Date,Index,Vegetarian,Vegan,Gluten-Free
Baked Chicken,Performance Bar,lunch,2022-04-23,8,False,False,False
Tofu,Performance Bar,lunch,2022-04-23,8,False,False,False
Seasonal Assortment of Fresh Vegetables,Performance Bar,lunch,2022-04-24,7,False,False,False
Salads,Performance Bar,lunch,2022-04-24,7,False,False,False
Beans,Performance Bar,lunch,2022-04-24,7,False,False,False
Whole Grains,Performance Bar,lunch,2022-04-24,7,False,False,False
Hard Boiled Eggs,Performance Bar,lunch,2022-04-24,7,False,False,False
Baked Chicken,Performance Bar,lunch,2022-04-24,7,False,False,False
Tofu,Performance Bar,lunch,2022-04-24,7,False,False,False
mung bean protein,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
canola oil,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
onion,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
gellan gum,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
carrot extractives,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
natural flavors,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
turmeric extractives,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
potassium citrate,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
salt,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
soy lecithin,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
sugar,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
tapioca syrup,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
tetrasodium pyrophosphate,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
transglutaminase,"Plant Powered ""Eggs”",breakfast,2022-05-06,4,False,True,True
"plant based chick’n (soy protein concentrate, canola oil, distilled vinegar, yeast extract, salt, seasoning [salt, natural flavors, citric acid, onion powder], sugar)",Cajun Chick'n,dinner,2022-04-25,1,False,True,True
tomato sauce,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
cayenne pepper,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
allspice,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
nutmeg,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
ancho chili pepper,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
cinnamon,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
garlic powder,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
onion powder,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
salt,Cajun Chick'n,dinner,2022-04-25,1,False,True,True
mung bean protein,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
canola oil,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
onion,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
gellan gum,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
carrot extractives,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
natural flavors,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
turmeric extractives,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
potassium citrate,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
salt,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
soy lecithin,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
sugar,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
tapioca syrup,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
tetrasodium pyrophosphate,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
transglutaminase,"Plant Powered ""Eggs”",breakfast,2022-04-29,5,False,True,True
pasta,Pasta Marinara,lunch,2022-05-06,12,False,True,False
marinara sauce,Pasta Marinara,lunch,2022-05-06,12,False,True,False
beans,Baked Beans,lunch,2022-05-08,3,False,True,True
water,Baked Beans,lunch,2022-05-08,3,False,True,True
brown sugar,Baked Beans,lunch,2022-05-08,3,False,True,True
salt,Baked Beans,lunch,2022-05-08,3,False,True,True
vinegar,Baked Beans,lunch,2022-05-08,3,False,True,True
mustard seed,Baked Beans,lunch,2022-05-08,3,False,True,True
salt,Baked Beans,lunch,2022-05-08,3,False,True,True
paprika,Baked Beans,lunch,2022-05-08,3,False,True,True
turmeric,Baked Beans,lunch,2022-05-08,3,False,True,True
modified corn starch,Baked Beans,lunch,2022-05-08,3,False,True,True
onion powder,Baked Beans,lunch,2022-05-08,3,False,True,True
caramel color,Baked Beans,lunch,2022-05-08,3,False,True,True
spice,Baked Beans,lunch,2022-05-08,3,False,True,True
garlic powder,Baked Beans,lunch,2022-05-08,3,False,True,True
natural flavor,Baked Beans,lunch,2022-05-08,3,False,True,True
organic tofu,Tofu Sofritas,lunch,2022-05-04,1,False,True,True
salt,Tofu Sofritas,lunch,2022-05-04,1,False,True,True
pepper,Tofu Sofritas,lunch,2022-05-04,1,False,True,True
canola/olive oil blend,Tofu Sofritas,lunch,2022-05-04,1,False,True,True
kale,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
swiss chard,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
garlic,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
lemon juice,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
canola olive oil,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
thyme,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
pepper,Sauteed Swiss Chard and Kale,lunch,2022-05-10,5,False,True,True
cheese tortellini,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
marinara sauce,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
tomatoes,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
garlic,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
spinach,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
shallots,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
basil,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
parmesan cheese,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
salt,Tomato & Basil Tortellini,dinner,2022-05-08,10,True,False,False
potatoes,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
canola oil,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
corn oil,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
cottonseed oil,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
palm oil,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
soybean oil,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
sunflower oil,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
salt,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
onion powder,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
natural flavor,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
dextrose,Hash Brown Patty,breakfast,2022-05-02,3,False,True,True
potato,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
clam meat,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
onion,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
celery,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
whole milk,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
clam soup base,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
clam juice,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
flour,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
unsalted butter,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
cream,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
shallot,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
garlic,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
bay leaf,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
thyme,New England Clam Chowder,dinner,2022-05-06,8,False,False,False
chicken soup base,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
ham,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
carrot,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
celery,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
onion,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
potato,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
garlic,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
bay leaf,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
green peas,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
wine vinegar,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
salt,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
organic thyme ,Split Pea & Smoky Ham Soup,dinner,2022-05-02,8,False,False,True
broccoli,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
carrots,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
celery,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
onion,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
butter,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
cheese,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
garlic,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
flour,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
cream,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
vegetable soup base,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
nutmeg,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
white wine vinegar,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
milk,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
bay leaf,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
thyme,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
salt,Broccoli Cheddar Soup,lunch,2022-04-27,8,True,False,False
pasta,Pasta Alfredo,dinner,2022-04-23,9,True,False,False
"white sauce (cream, butter, milk powder, flour, garlic, nutmeg, onion powder, white pepper, salt)",Pasta Alfredo,dinner,2022-04-23,9,True,False,False
mozzarella cheese,Pasta Alfredo,dinner,2022-04-23,9,True,False,False
enriched wheat flour,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
malted barley flour,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
salt,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
sugar,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
datem,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
enzymes,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
l-cysteine,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
calcium sulfate,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
dextrose,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
yeast,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
calcium propionate,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
monoglycerides,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
diglycerides ,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
citric acid,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
cornmeal,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
soybean oil,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
palm oil,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
dehydrated garlic,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
salt,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
natural flavors,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
artificial flavors,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
citric acid,Garlic Breadstick,dinner,2022-05-02,7,True,False,False
potatoes,Tater Tots,breakfast,2022-04-27,4,False,True,False
canola oil,Tater Tots,breakfast,2022-04-27,4,False,True,False
soybean oil,Tater Tots,breakfast,2022-04-27,4,False,True,False
cottonseed oil,Tater Tots,breakfast,2022-04-27,4,False,True,False
sunflower oil,Tater Tots,breakfast,2022-04-27,4,False,True,False
corn oil,Tater Tots,breakfast,2022-04-27,4,False,True,False
dextrose,Tater Tots,breakfast,2022-04-27,4,False,True,False
natural flavor,Tater Tots,breakfast,2022-04-27,4,False,True,False
salt,Tater Tots,breakfast,2022-04-27,4,False,True,False
sodium acid pyrophosphate,Tater Tots,breakfast,2022-04-27,4,False,True,False
broccoli,Steamed Broccoli,lunch,2022-04-30,5,False,True,True
seasonal vegetables,Seasonal Steamed Vegetables,lunch,2022-05-10,4,False,True,True
ABF chicken (halal),Chicken Inasal,dinner,2022-05-03,0,False,False,True
"hash brown potatoes (potatoes, disodium dihydrogen pyrophosphate, dextrose)",Shredded Hash Browns,breakfast,2022-05-03,3,False,True,False
seasonal vegetables,Seasonal Steamed Vegetables,dinner,2022-05-06,4,False,True,True
vegetable soup base,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
"soup mix vegetables (carrot, celery, onion)",Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
spinach,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
potato,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
chickpea,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
pepper,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
canola olive oil,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
lemon juice,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
garlic,Lemon Pepper Chickpea Soup,dinner,2022-05-04,8,False,True,True
chicken soup base,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
ABF chicken (halal),Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
canola oil/olive oil blend,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
tomato puree,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
tomato,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
black beans,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
salsa,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
onion,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
jalepeno,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
corn,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
hominy,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
garlic,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
cilantro,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
chili powder,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
oregano,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
salt,Chicken Tortilla Soup,lunch,2022-05-09,7,False,False,False
seasonal vegetables,Seasonal Steamed Vegetables,lunch,2022-04-26,4,False,True,True
white beans,White Bean Ragu,lunch,2022-05-09,1,False,True,True
vegetarian soup base,White Bean Ragu,lunch,2022-05-09,1,False,True,True
onion,White Bean Ragu,lunch,2022-05-09,1,False,True,True
celery,White Bean Ragu,lunch,2022-05-09,1,False,True,True
garlic,White Bean Ragu,lunch,2022-05-09,1,False,True,True
tomato,White Bean Ragu,lunch,2022-05-09,1,False,True,True
canola/olive oil blend,White Bean Ragu,lunch,2022-05-09,1,False,True,True
cumin,White Bean Ragu,lunch,2022-05-09,1,False,True,True
coriander seeds,White Bean Ragu,lunch,2022-05-09,1,False,True,True
cilantro,White Bean Ragu,lunch,2022-05-09,1,False,True,True
chili powder,White Bean Ragu,lunch,2022-05-09,1,False,True,True
brown rice,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
onions,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
carrot,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
cilantro,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
lemon juice,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
turmeric,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
canola/olive oil blend,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
salt,Brown Rice Pilaf,dinner,2022-04-25,3,False,True,True
broccoli,Roasted Broccoli,lunch,2022-04-28,5,False,True,True
olive oil,Roasted Broccoli,lunch,2022-04-28,5,False,True,True
salt,Roasted Broccoli,lunch,2022-04-28,5,False,True,True
ABF chicken (halal),Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
lemon juice,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
lime juice,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
canola/olive oil blend,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
garlic,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
parsley,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
oregano,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
salt,Lemon Oregano Chicken,dinner,2022-04-26,0,False,False,True
pumpkin filling,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
maple syrup,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
cinnamon,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
lemon juice,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
coconut milk,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
carrot,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
celery,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
onion,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
vegetable soup base (contains mushrooms),Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
clove,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
nutmeg,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
garlic,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
cayenne pepper,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
ginger,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
canola/olive oil blend,Spicy Pumpkin Coconut Bisque,lunch,2022-05-05,8,False,True,True
ABF chicken (halal),Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
carrot,Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
celery,Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
onion,Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
parsnip,Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
leek,Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
chicken soup base,Moroccan Harira & Chicken Soup,dinner,2022-05-10,7,False,False,True
